account_id,avg_usage_time,avg_usage_count,avg_error_count,avg_satisfaction,avg_resolution_time,avg_refund_amount,mrr_amount,arr_amount,auto_renew_flag,churn_label,industry,plan_tier,country,feedback_text,engagement_score,support_efficiency,revenue_stability,sentiment_score
A-0651a4,0.5179648956520647,0.6137660032957282,0.5046888320545609,0.5,0.397887323943662,0.0,0.2598926131202671,0.2598926131202671,0.0,1.0,1.0,1.0,0.5,too expensive missing features,0.518101398372565,0.06113661871237629,0.0,0.30000000000000004
A-068fc6,0.6251752561840079,0.5901566437713099,0.4626121635094716,0.6666666666666665,0.532394366197183,0.0,0.2514714786562185,0.2514714786562185,0.0,1.0,0.5,0.5,1.0,,0.62524556285984,0.045106189383129644,0.0,1.0
A-075038,0.48775698851614535,0.7283215326947103,0.41680672268907554,0.0,0.5985915492957746,0.022987677451898825,0.1063764347867627,0.1063764347867627,0.0,0.0,1.0,1.0,0.8333333333333333,,0.48805282775428294,0.016645859342488557,1.0,1.0
A-089363,0.6316300923049537,0.6361898389332317,0.5091610414657667,0.33333333333333326,0.47887323943661975,0.0,0.10721345999952644,0.10721345999952646,0.0,1.0,0.75,0.5,0.0,switched to competitor,0.6317582851455504,0.04028349336991312,0.0,1.0
A-08e34e,0.5360000525822987,0.6472303206997085,0.47805788982259567,0.0,0.5915492957746479,0.41210275996252793,0.14706061054717415,0.14706061054717418,0.0,0.0,0.5,1.0,1.0,missing features switched to competitor,0.5361742288485892,0.01717171717171717,1.0,0.6
A-09316c,0.4609637180146754,0.6899902818270158,0.5403050108932462,0.375,0.7570422535211268,0.0,0.651305958006017,0.6513059580060171,0.0,0.0,0.75,1.0,0.0,switched to competitor,0.46121843117578176,0.016542102640757353,1.0,1.0
A-09540c,0.6921754551804616,0.7262598917117868,0.5378151260504201,0.75,0.3802816901408451,0.25740433811342506,0.388853512248223,0.38885351224822307,0.0,1.0,0.0,0.5,0.16666666666666666,,0.6924010823596874,0.0768837803320562,0.0,1.0
A-098560,0.6120413355534505,0.640233236151603,0.5475935828877005,0.0,0.3802816901408451,0.06188297182388124,0.12509066589222545,0.12509066589222548,0.0,1.0,0.25,0.5,0.8333333333333333,too expensive,0.6121812708114766,0.041379310344827586,0.0,0.0
A-0a282f,0.5583981393007752,0.5197232076996023,0.5442948263642806,0.8333333333333335,0.6009389671361501,0.11288462924263168,0.07213442995823752,0.07213442995823752,0.0,1.0,0.25,0.0,1.0,switched to competitor too expensive,0.5583986724620508,0.042085866961488874,0.0,0.0
A-0a62f5,0.5467184761649816,0.4817492711370259,0.2635294117647059,0.2440476190476193,0.4577464788732395,0.11274050587302731,0.10617398666676153,0.10617398666676153,0.0,0.0,0.75,1.0,0.8333333333333333,switched to competitor too expensive,0.5466733567486203,0.03977029709718921,1.0,0.0
A-0aaf6e,0.5578981270166311,0.6978671167715205,0.6439628482972136,0.5,0.619718309859155,0.009512142393889169,0.29034194617749415,0.29034194617749415,0.0,1.0,0.75,0.0,1.0,,0.5581310903953313,0.030059044551798177,0.0,1.0
A-0b0d6d,0.40515098743022837,0.37411831091883707,0.7286527514231499,0.5,0.428169014084507,0.0,0.13469160890054602,0.13469160890054602,0.0,1.0,0.25,0.0,1.0,,0.40501230111843056,0.05511354976375553,0.0,1.0
A-0baac2,0.7305187064515491,0.4410662224073305,0.403361344537815,0.6666666666666665,0.5985915492957746,0.08951862794552136,0.29468747321341754,0.29468747321341754,0.0,1.0,0.75,0.0,0.3333333333333333,too expensive switched to competitor missing features,0.730359830836499,0.03721274333009664,0.0,0.30000000000000004
A-0be015,0.6049082588268054,0.7262598917117868,0.4369747899159664,0.6000000000000001,0.5533199195171027,0.26907833105138,0.017822330887517186,0.017822330887517186,0.0,1.0,0.75,0.0,1.0,too expensive,0.6051627123503692,0.040199923106497504,0.0,0.0
A-0cc442,0.5471966057039733,0.5322782174094125,0.5011459129106187,0.0,0.5070422535211268,0.05361389349282986,0.4186166374695805,0.4186166374695805,0.0,1.0,0.5,0.5,1.0,switched to competitor too expensive,0.5472172082809313,0.02456140350877193,0.0,0.0
A-0dbdc6,0.5419101604766713,0.5066158331464456,0.5610859728506787,1.0,0.647887323943662,0.3153059018519853,0.23123354347696398,0.23123354347696398,0.0,0.0,0.0,0.0,0.3333333333333333,missing features too expensive,0.5418990505229843,0.0418724279835391,1.0,0.30000000000000004
A-0e966d,0.581813407380762,0.5329810495626819,0.5,0.75,0.43192488262910805,0.023368003010577055,0.11150261960071432,0.11150261960071432,0.0,1.0,0.75,0.0,0.6666666666666666,,0.5818234915955846,0.06492819349962206,0.0,1.0
A-0f3e88,0.5460140840147857,0.5901566437713099,0.44666001994017945,0.75,0.6619718309859155,0.0,0.041427690943718,0.041427690943718,0.0,1.0,1.0,0.0,1.0,missing features,0.5461105394303792,0.033408919123204844,0.0,0.6
A-0f6450,0.6366991382279087,0.5456754130223507,0.6797385620915033,0.41666666666666674,0.40492957746478875,0.0,0.19891388502782228,0.1989138850278223,0.0,0.0,0.75,0.5,1.0,missing features,0.6367076434186317,0.05594031248954465,1.0,0.6
A-0f7d77,0.5977262935992403,0.5317784256559763,0.596078431372549,1.0,0.36901408450704226,0.0,0.028610018190312888,0.028610018190312888,0.0,1.0,0.75,0.0,0.6666666666666666,missing features,0.5977295534370296,0.09207600035023204,0.0,0.6
A-104f1a,0.7618256802278117,0.5379008746355689,0.47058823529411764,0.375,0.45352112676056344,0.0,0.13931670548574732,0.13931670548574732,0.0,1.0,0.0,0.0,1.0,too expensive missing features switched to competitor,0.7617827167814625,0.045635694173705874,0.0,0.30000000000000004
A-10b8da,0.44824139099301064,0.41205053449951423,0.48801742919389973,0.25,0.42723004694835676,0.0,0.12158575890601987,0.12158575890601987,0.0,1.0,0.25,0.5,1.0,,0.4481379271896081,0.04467353951890035,0.0,1.0
A-10b8f2,0.5832158198626048,0.5510204081632648,0.38655462184873945,0.6666666666666665,0.6384976525821597,0.0,0.17123785519643606,0.17123785519643606,0.0,0.0,1.0,1.0,0.3333333333333333,too expensive,0.5832489606479824,0.033211615371239775,1.0,0.0
A-117171,0.4921595609856072,0.523531861724281,0.49299719887955185,0.33333333333333326,0.44366197183098594,0.12353774831255555,0.22762555940548268,0.2276255594054827,0.0,1.0,1.0,0.5,0.5,switched to competitor,0.49218694000430074,0.04550089060868498,0.0,1.0
A-118d55,0.4739837126329568,0.5462099125364426,0.5176470588235295,0.6666666666666665,0.3267605633802817,0.0,0.1722287639362224,0.17222876393622244,0.0,1.0,0.0,0.5,1.0,missing features too expensive,0.4740466633216255,0.08840551309687111,0.0,0.30000000000000004
A-118f1c,0.3781440291431729,0.46746969464477495,0.3467492260061919,0.0,0.8873239436619719,0.0,0.5871721409235605,0.5871721409235606,0.0,1.0,0.0,0.0,1.0,,0.3781359759157049,0.0020512820512820565,0.0,1.0
A-13466a,0.40359885637845816,0.35422740524781293,0.5989304812834224,0.6666666666666665,0.44131455399061037,0.011728039201556531,0.13991734478781884,0.13991734478781886,0.0,1.0,0.25,0.5,0.0,switched to competitor,0.4034347488938558,0.05960493827160493,0.0,1.0
A-139c3b,0.7075154445564472,0.8002915451895043,0.3422459893048128,0.75,0.38654147104851333,0.0,0.09107960487975572,0.09107960487975571,0.0,1.0,1.0,1.0,1.0,,0.7078325274825527,0.07527603074772887,0.0,1.0
A-149a69,0.6716384823553522,1.0,0.47058823529411764,0.6000000000000001,0.46302816901408456,0.0,0.21666156768717404,0.21666156768717404,0.0,0.0,0.25,0.0,1.0,,0.6722277972905167,0.053035975043143516,1.0,1.0
A-151c9a,0.7577094841349609,0.7717372663351054,0.3875432525951557,0.25,0.4225352112676057,0.12826979894789942,0.22592416736315515,0.22592416736315518,0.0,0.0,0.75,0.5,1.0,missing features,0.7579727575927512,0.04544753086419753,1.0,0.6
A-157070,0.41014127394269273,0.49410750215579125,0.3446561723280861,0.0,0.5821596244131456,0.0,0.16298710076769285,0.16298710076769285,0.0,1.0,0.75,0.0,1.0,too expensive,0.41015738182229333,0.017891737891737883,0.0,0.0
A-158f4e,0.3751963833621752,0.3330755042541793,0.5570228091236494,0.6666666666666665,0.3746478873239437,0.0,0.3384226569511626,0.3384226569511626,0.0,1.0,0.75,0.5,0.6666666666666666,switched to competitor,0.3750140798918663,0.07437336326225213,0.0,1.0
A-1619f8,0.6988348838140329,0.6334860474802166,0.5826330532212886,1.0,0.5774647887323944,0.0,0.16808531795440462,0.16808531795440462,0.0,0.0,0.25,1.0,1.0,missing features,0.6989373521611354,0.05018662072925639,1.0,0.6
A-17939a,0.3939937742100579,0.36678866075305505,0.8610763454317897,0.75,0.5211267605633804,0.0445020937922862,0.06704433932288074,0.06704433932288076,0.0,1.0,1.0,1.0,1.0,,0.3938492169401414,0.04957264957264958,0.0,1.0
A-180abf,0.48759520831851944,0.6652696793002915,0.5490196078431373,0.0,0.4976525821596245,0.0,0.46065129383640097,0.460651293836401,0.0,1.0,0.25,1.0,1.0,switched to competitor,0.48780889362769686,0.025529100529100526,0.0,1.0
A-186a44,0.6874668513812555,0.5699469483343682,0.3857280617164899,0.25,0.5251509054325956,0.0,0.07738775412133814,0.07738775412133814,0.0,1.0,1.0,0.0,1.0,,0.6874902322061643,0.03152413019079686,0.0,1.0
A-18793f,0.7390267315261353,0.5870991253644311,0.39215686274509803,0.3999999999999999,0.6225352112676057,0.09155437054118325,0.6502983495907771,0.6502983495907773,0.0,1.0,0.5,0.5,1.0,,0.7390554440541895,0.026829137940249048,0.0,1.0
A-1986ca,0.4606944813569346,0.4886139784098966,0.5850556438791733,0.19999999999999996,0.5010060362173038,0.0,0.34938159410059283,0.3493815941005929,0.0,0.0,1.0,0.5,0.6666666666666666,,0.4606867278718759,0.03248744308313384,1.0,1.0
A-19b2c8,0.5447956371032651,0.4181591003748433,0.5079365079365079,0.8333333333333335,0.39906103286384975,0.0,0.1855475722363898,0.18554757223638982,0.0,0.0,0.25,0.0,0.6666666666666666,missing features,0.5446682436145559,0.07597340930674266,1.0,0.6
A-1ac5e0,0.5477294903639948,0.540712203248646,0.5210084033613446,0.3999999999999999,0.5553319919517103,0.0,0.15503879120644565,0.15503879120644568,0.0,0.0,0.25,0.5,1.0,,0.5477609131961866,0.033331630481055766,1.0,1.0
A-1b707d,0.5132666995264105,0.69533527696793,0.29721362229102166,0.3555555555555554,0.5868544600938966,0.0,0.101903542036998,0.10190354203699799,0.0,1.0,0.0,0.5,1.0,missing features,0.5135111046557691,0.028707316306977045,0.0,0.6
A-1b7577,0.606650384786584,0.6767140035737795,0.5009487666034155,0.5,0.36901408450704226,0.011613941533953063,0.06463713894692341,0.06463713894692341,0.0,1.0,0.0,0.5,1.0,,0.606839664632666,0.0677348743542597,0.0,1.0
A-1b9609,0.5446985073250791,0.4711866509521738,0.4205256570713391,0.0,0.5915492957746479,0.0,0.1495789292506377,0.14957892925063773,0.0,1.0,0.5,0.0,0.6666666666666666,switched to competitor too expensive,0.5446402835456013,0.01717171717171717,0.0,0.0
A-1d5444,0.580474428246749,0.5608044670652763,0.5583250249252243,0.5,0.4084507042253521,0.0,0.09448260773669344,0.09448260773669344,0.0,0.0,0.0,0.0,1.0,too expensive,0.5805212310884705,0.05894066109119872,1.0,0.0
A-1e1b80,0.5777981471699106,0.559509518092951,0.6505190311418685,0.10000000000000009,0.5915492957746479,0.0,0.29426261223160777,0.29426261223160777,0.0,0.0,0.75,0.5,0.16666666666666666,missing features switched to competitor,0.5778441456863729,0.020291806958473636,1.0,0.6
A-1e50e0,0.5982533116391514,0.464431486880466,0.7058823529411764,1.0,0.2746478873239437,0.09897672407580889,0.19935237031397854,0.19935237031397857,0.0,1.0,0.0,1.0,0.3333333333333333,switched to competitor,0.5981685900652282,0.1300028710881424,0.0,1.0
A-1e6fc3,0.6536915554528832,0.37340210809598506,0.6877828054298643,0.33333333333333326,0.3211267605633803,0.0,0.005900540893177017,0.00590054089317702,0.0,1.0,0.5,1.0,0.5,switched to competitor,0.6534698367362693,0.07185716182131952,0.0,1.0
A-1f0636,0.5933263572744357,0.572243182987481,0.41522491349480967,0.25,0.5281690140845071,0.0,0.6153318012678671,0.6153318012678671,0.0,1.0,0.5,1.0,0.0,,0.5933838286945486,0.031192373808407566,0.0,1.0
A-1f0ac7,0.36041117200711936,0.35390741662518677,0.48206599713055953,0.38888888888888906,0.3943661971830986,0.0,0.1685189873791147,0.1685189873791147,0.0,0.0,1.0,0.0,0.8333333333333333,missing features,0.3602609131961866,0.056808413351623246,1.0,0.6
A-1f559b,0.5226544560211811,0.5510204081632648,0.6352941176470589,0.6000000000000001,0.6957746478873239,0.0,0.11594012137942811,0.11594012137942811,0.0,1.0,1.0,0.5,1.0,,0.5227076016056197,0.0264591439688716,0.0,1.0
A-1f7acb,0.5843711450757233,0.442103526046536,0.8346281908990011,0.7000000000000002,0.5734406438631792,0.0780428046407725,0.4567177186606406,0.45671771866064054,0.0,0.0,0.75,0.5,0.8333333333333333,,0.5842618977742854,0.04107849209298485,1.0,1.0
A-202b67,0.32344286446125303,0.469451134491063,0.8184143222506394,0.8333333333333335,0.5035211267605634,0.14208762700871946,0.13086981222989094,0.130869812229891,0.0,1.0,1.0,1.0,1.0,,0.3234554636881257,0.055225792385468625,0.0,1.0
A-20736a,0.3906996254108739,0.6197417742607239,0.49299719887955185,0.375,0.5809859154929577,0.2341284139223175,0.4572245593956574,0.45722455939565737,0.0,0.0,0.5,0.5,0.6666666666666666,too expensive,0.3908859579958427,0.02988653393277671,1.0,0.0
A-22d9d2,0.6220519405557111,0.674169096209912,0.539607843137255,0.5,0.2112676056338028,0.0,0.12591135364861628,0.12591135364861628,0.0,1.0,0.25,1.0,0.5,,0.6222328148519819,0.1318809005083515,0.0,1.0
A-22f2df,0.48677286299263767,0.6128696376509781,0.3809523809523809,1.0,0.6169014084507042,0.0445020937922862,0.06918341113935596,0.06918341113935596,0.0,0.0,0.25,0.0,1.0,,0.48691850046591634,0.04530702463744676,1.0,1.0
A-241e75,0.7669394174239811,0.4067055393586001,0.6722689075630253,0.75,0.42957746478873243,0.0,0.031638363095449845,0.031638363095449845,0.0,0.0,0.5,1.0,1.0,switched to competitor,0.7667237115618951,0.06541310541310542,1.0,1.0
A-2446e3,0.6035627046900421,0.6472303206997085,0.6274509803921569,0.5,0.38967136150234744,0.14760034589608706,0.30562126914785376,0.3056212691478538,0.0,0.0,0.5,0.5,0.6666666666666666,missing features,0.6037145634721525,0.06292134831460675,1.0,0.6
A-249769,0.4917812742272677,0.542531298233579,0.41522491349480967,0.5,0.5422535211267606,0.0,0.08805004630933633,0.0880500463093363,0.0,0.0,0.0,0.5,1.0,too expensive,0.4918335497771612,0.03816491388507849,1.0,0.0
A-271f46,0.5539520959533862,0.49785177228786237,0.39628482972136214,0.7666666666666666,0.49295774647887325,0.0,0.21013743278802335,0.21013743278802338,0.0,0.0,0.25,0.0,1.0,missing features,0.5539255816410066,0.05447225002780558,1.0,0.6
A-2789e3,0.6113679528630945,0.684234133213725,0.6515837104072398,0.5,0.6514084507042254,0.026836972448415843,0.18425925875250324,0.18425925875250318,0.0,0.0,0.75,0.5,1.0,,0.61156547917712,0.027275634874944034,1.0,1.0
A-2922b6,0.6118306393275962,0.730438893704199,0.33068362480127184,0.5,0.20422535211267606,0.0,0.15436937674061568,0.15436937674061563,0.0,1.0,1.0,1.0,1.0,missing features,0.6120882548378784,0.13677515899738124,0.0,0.6
A-296d7c,0.8421474502175187,0.7871720116618075,0.5133689839572192,0.375,0.6957746478873239,0.0,0.017953474453250334,0.017953474453250334,0.0,0.0,0.25,1.0,0.3333333333333333,too expensive,0.8424029557998453,0.020449632511889325,1.0,0.0
A-297a2d,0.4792902823729196,0.4817492711370259,0.8282352941176471,0.0,0.44366197183098594,0.12387803960189925,0.27409652012436764,0.27409652012436764,0.0,0.0,1.0,0.0,0.8333333333333333,,0.47926743602609145,0.031840796019900496,1.0,1.0
A-2b9d3e,0.6118595789711437,0.5125364431486878,0.39738562091503266,1.0,0.47417840375586856,0.04557501221045214,0.04593057956819154,0.045930579568191535,0.0,0.0,0.5,0.5,1.0,,0.6118330824552601,0.0665974385600554,1.0,1.0
A-2bc93d,0.6311638464875483,0.5337887820373353,0.4354697102721686,0.75,0.15492957746478872,0.17853282409742738,0.2174309277654247,0.2174309277654247,0.0,1.0,1.0,0.0,1.0,switched to competitor missing features,0.631158682253559,0.20797720797720798,0.0,0.6
A-2d1036,0.40835496356246703,0.5593864875142596,0.545609548167093,0.7999999999999998,0.5183098591549296,0.07042228147294084,0.40853142275757554,0.40853142275757554,0.0,1.0,0.75,1.0,1.0,missing features switched to competitor,0.4084567726172035,0.05175003181876034,0.0,0.6
A-2d4502,0.4442286852483984,0.5203151169282298,0.3804755944931163,1.0,0.3568075117370892,0.0,0.2394182046737937,0.23941820467379374,0.0,0.0,0.75,0.0,0.6666666666666666,,0.4442677029176586,0.09593495934959352,1.0,1.0
A-2e3bad,0.4541640699177264,0.4548104956268215,0.5437908496732026,0.25,0.428169014084507,0.0,0.42634472737851575,0.4263447273785158,0.0,1.0,0.75,0.5,0.16666666666666666,missing features,0.4541144004014047,0.044520652339582384,0.0,0.6
A-2e4581,0.4617179951564533,0.4723032069970845,0.6502673796791444,0.0,0.3098591549295775,0.0,0.07006838669366862,0.07006838669366862,0.0,0.0,0.5,0.0,1.0,switched to competitor,0.46168863750399114,0.05617283950617284,1.0,1.0
A-2ebb4b,0.49945248681409227,0.4817492711370259,0.6211764705882353,0.0,0.5985915492957746,0.0,0.20195836386791982,0.20195836386791982,0.0,1.0,1.0,1.0,1.0,missing features,0.49942298043151034,0.016645859342488557,0.0,0.6
A-2edab2,0.7069928316825235,0.6554183983623849,0.5206508135168961,0.0,0.4084507042253521,0.30397420191684077,0.06948677825282472,0.0694867782528247,0.0,1.0,1.0,1.0,1.0,switched to competitor too expensive,0.7071212007985398,0.036798088410991636,0.0,0.0
A-2f6a32,0.6013218798801926,0.5247813411078712,0.6559714795008913,0.25,0.5633802816901409,0.17217938555403425,0.05461912563605187,0.054619125636051875,0.0,1.0,1.0,1.0,1.0,,0.6013148291748392,0.027572016460905346,0.0,1.0
A-309e54,0.6366865365552002,0.4899641175151377,0.43438914027149317,0.0,0.3211267605633803,0.384340995892484,0.19741479003241638,0.19741479003241638,0.0,1.0,0.25,0.0,1.0,missing features,0.6366224092014358,0.05340501792114695,0.0,0.6
A-30b4ca,0.561218642576007,0.42732194918783817,0.49299719887955185,0.5,0.7981220657276994,0.0,0.933427655983881,0.9334276559838811,0.0,0.0,0.5,0.0,0.6666666666666666,,0.5610977707691206,0.017171717171717178,1.0,1.0
A-310452,0.4065467352068962,0.7588338192419823,0.6023529411764706,0.30000000000000004,0.46760563380281694,0.0,0.17750538950274278,0.17750538950274275,0.0,0.0,0.25,1.0,0.5,too expensive,0.40690918213748095,0.040572390572390565,1.0,0.0
A-313be3,0.5057444746209113,0.5003836120914529,0.6604747162022704,1.0,0.30281690140845074,0.07752035742595662,0.13105975017871394,0.13105975017871394,0.0,0.0,0.5,0.5,1.0,too expensive,0.5057371854121001,0.11641712634620437,1.0,0.0
A-31ab9a,0.8574664702610016,0.5510204081632648,0.6366782006920415,0.25,0.5935613682092556,0.0,0.17554659874351658,0.17554659874351658,0.0,0.0,0.75,0.5,0.3333333333333333,too expensive switched to competitor,0.8574090198046102,0.024795237524471603,1.0,0.0
A-32728c,0.47790681411065805,0.6073384057455731,0.5050215208034433,0.25,0.471830985915493,0.009103792846676756,0.04716871282379749,0.04716871282379749,0.0,1.0,0.25,0.0,1.0,switched to competitor missing features,0.47804816859006516,0.03804555729438358,0.0,0.6
A-328bd0,0.42007616459775854,0.3522917363666771,0.7560270009643202,0.33333333333333326,0.6338028169014085,0.09000504431793616,0.09116182201408485,0.09116182201408485,0.0,1.0,1.0,0.5,0.0,,0.41990409054642075,0.0239208475615095,0.0,1.0
A-32fb14,0.6261300029447866,0.6615594566093912,0.3804755944931163,0.75,0.46478873239436624,0.0,0.08443387779131283,0.08443387779131283,0.0,1.0,0.25,0.0,1.0,too expensive switched to competitor,0.6262930896435398,0.05862433862433862,0.0,0.0
A-331424,0.8527277366248257,0.7530612244897954,0.4235294117647059,0.16666666666666652,0.33098591549295775,0.0,0.09710905649906439,0.0971090564990644,0.0,1.0,0.25,0.0,1.0,switched to competitor,0.8529352734570997,0.060098442669248756,0.0,1.0
A-337bc1,0.6544350104951292,0.5174588107668314,0.7441860465116279,0.5,0.44366197183098594,0.0,0.1976658145938253,0.19766581459382535,0.0,0.0,0.0,0.5,1.0,too expensive missing features,0.6544008681548207,0.052330937903077204,1.0,0.30000000000000004
A-342303,0.0,0.3778425655976676,0.3137254901960784,0.75,0.39906103286384975,0.0,0.018469689531439352,0.01846968953143936,0.0,0.0,0.5,0.5,1.0,switched to competitor,0.0,0.07220187220187223,1.0,1.0
A-34d880,0.5757989791940005,0.575584641151293,0.8010012515644556,0.0,0.7211267605633803,0.03747207609713915,0.20055853126380868,0.20055853126380868,0.0,1.0,0.0,0.5,0.0,missing features,0.5758665969190037,0.009078251183514338,0.0,0.6
A-34ea2f,0.575828627998571,0.44974681601964095,0.49535603715170273,0.3999999999999999,0.4823943661971831,0.0033328529221013188,0.10208799777617089,0.10208799777617089,0.0,1.0,1.0,0.5,1.0,too expensive,0.5757321678506354,0.04232609621115367,0.0,0.0
A-35083d,0.658457803004003,0.8356413994169092,0.4836601307189542,1.0,0.6866197183098592,0.0025541863835443143,0.12895417954257807,0.12895417954257807,0.0,1.0,1.0,0.5,0.6666666666666666,,0.6588371801304568,0.03799793225080582,0.0,1.0
A-354f12,0.6364621195327106,0.7049562682215735,0.18823529411764706,0.5611111111111113,0.7816901408450705,0.0,0.21725067768994882,0.21725067768994885,0.0,0.0,0.75,0.0,1.0,missing features,0.6366783743100853,0.019580366195503074,1.0,0.6
A-378b99,0.6361570721450772,0.47637478636774855,0.6166328600405679,0.75,0.38732394366197187,0.0,0.06796913085175366,0.06796913085175366,0.0,1.0,0.5,1.0,0.8333333333333333,switched to competitor,0.6360754018374656,0.0750784682988073,0.0,1.0
A-3793ee,0.3837411192286956,0.33834586466165373,0.2724458204334365,0.5,0.6021126760563381,0.0,0.24757261739417308,0.24757261739417308,0.0,1.0,0.0,0.5,0.16666666666666666,,0.3835628647635143,0.03172632595351404,0.0,1.0
A-37f969,0.6877993232419136,0.4788629737609327,0.4117647058823529,0.33333333333333326,0.29859154929577464,0.13228723787562155,0.2102360753392007,0.21023607533920072,0.0,0.0,1.0,0.5,0.6666666666666666,missing features too expensive,0.6877038384345208,0.07885625088690223,1.0,0.30000000000000004
A-3932db,0.5235214988989539,0.3878818608188612,0.5728900255754475,0.6666666666666665,0.5633802816901409,0.1380401623789964,0.12692901509060767,0.12692901509060767,0.0,1.0,1.0,0.5,0.16666666666666666,,0.5233616571042125,0.04119145600627082,0.0,1.0
A-396e5f,0.6197412744482566,0.4985422740524781,0.3935828877005347,0.5,0.33521126760563386,0.0,0.06804815592657727,0.06804815592657729,0.0,0.0,0.0,0.5,0.16666666666666666,too expensive,0.6196939287506272,0.07679203751555173,1.0,0.0
A-39868b,0.8480759957623446,0.8087255310287378,0.7058823529411764,0.625,0.5352112676056339,0.0,0.06390207113432135,0.06390207113432135,0.0,0.0,0.75,0.0,0.0,too expensive,0.8483576446132893,0.04330246913580246,1.0,0.0
A-39b19f,0.34346062251249176,0.4460641399416909,0.6331550802139038,0.625,0.65962441314554,0.0,0.15747237657505103,0.15747237657505106,0.0,1.0,0.75,1.0,1.0,,0.3434361173197097,0.030109973454683345,0.0,1.0
